transcript_Id,Interviewer,Child,Sentiment (window size 7 / no threshold)
NA0085-PC,UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,A long time,"{'sequence': 'A long time', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.27508530020713806, 0.2504008412361145, 0.2405044585466385, 0.23400945961475372]}"
NA0085-PC,A LONG TIME WHAT DOES IT FEEL LIKE,A bit yucky,"{'sequence': 'A long time. A bit yucky', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.38972043991088867, 0.25629109144210815, 0.23958750069141388, 0.1144009605050087]}"
NA0085-PC,OKAY ALL RIGHT WHEN THIS HAPPENS WHERE’S MUM,She's at work,"{'sequence': ""A long time. A bit yucky. She's at work"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5653169751167297, 0.20762155950069427, 0.1578558087348938, 0.06920557469129562]}"
NA0085-PC,HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,In the bathroom in the big one,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.479449987411499, 0.26371490955352783, 0.1751350313425064, 0.08170005679130554]}"
NA0085-PC,IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU’VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,Yes,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one. Yes"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5066652297973633, 0.24744580686092377, 0.17540781199932098, 0.07048118859529495]}"
NA0085-PC,TELL ME WHO’S IN YOUR FAMILY,My real dad but he doesn't live with us and then we have one dog,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one. Yes. My real dad but he doesn't live with us and then we have one dog"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5296093821525574, 0.2230043113231659, 0.1326395720243454, 0.11474671959877014]}"
NA0085-PC,OH OKAY SO THERE’S MUM AND STEPHEN AND YOU HAVE ONE DOG,Hm-hm,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one. Yes. My real dad but he doesn't live with us and then we have one dog. Hm-hm"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5202744007110596, 0.2191052883863449, 0.13507254421710968, 0.12554781138896942]}"
NA0023-PC,OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,He just wiped the wee,"{'sequence': 'He just wiped the wee', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.3381199836730957, 0.2541225254535675, 0.24281887710094452, 0.1649385541677475]}"
NA0023-PC,HM-HM DID HE USE ANYTHING,Yeah,"{'sequence': 'He just wiped the wee. Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.46861425042152405, 0.25319501757621765, 0.15482434630393982, 0.1233663260936737]}"
NA0023-PC,WHAT WAS THAT,Just his fingers,"{'sequence': 'He just wiped the wee. Yeah. Just his fingers', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5734695792198181, 0.19463707506656647, 0.13304680585861206, 0.09884652495384216]}"
NA0023-PC,OKAY AND THEN WHAT HAPPENED,And then I started crying,"{'sequence': 'He just wiped the wee. Yeah. Just his fingers. And then I started crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.7822567820549011, 0.08568085730075836, 0.07787793129682541, 0.054184433072805405]}"
NA0023-PC,HM-HM,And then he ran away,"{'sequence': 'He just wiped the wee. Yeah. Just his fingers. And then I started crying. And then he ran away', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8155004978179932, 0.07365430146455765, 0.06654796749353409, 0.04429718479514122]}"
NA0023-PC,HE RAN AWAY,Yeah,"{'sequence': 'He just wiped the wee. Yeah. Just his fingers. And then I started crying. And then he ran away. Yeah', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.8000748753547668, 0.07762964069843292, 0.07489229738712311, 0.04740317538380623]}"
NA0023-PC,OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,Yeah,"{'sequence': 'He just wiped the wee. Yeah. Just his fingers. And then I started crying. And then he ran away. Yeah. Yeah', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8012683391571045, 0.07659419625997543, 0.07421086728572845, 0.047926656901836395]}"
NA0064-PC,OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,No,"{'sequence': 'No', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.33572548627853394, 0.270730584859848, 0.2609308362007141, 0.13261301815509796]}"
NA0064-PC,NO ARE YOU FEELING SAFE AT SCHOOL,Yes,"{'sequence': 'No. Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.33179378509521484, 0.30739912390708923, 0.20140039920806885, 0.15940669178962708]}"
NA0064-PC,YES WHAT MAKES YOU FEEL SAFE,My friends are really nice,"{'sequence': 'No. Yes. My friends are really nice', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5219300389289856, 0.2305130809545517, 0.12548354268074036, 0.12207333743572235]}"
NA0064-PC,FRIENDS ARE NICE,The teachers were nice,"{'sequence': 'No. Yes. My friends are really nice. The teachers were nice', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5965572595596313, 0.15399348735809326, 0.1393880844116211, 0.11006119102239609]}"
NA0064-PC,TEACHERS ARE NICE OKAY IS THERE ANYTHING THAT MAKES YOU FEEL UNSAFE,Yes,"{'sequence': 'No. Yes. My friends are really nice. The teachers were nice. Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.6829111576080322, 0.13882531225681305, 0.10661124438047409, 0.07165230065584183]}"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"{'sequence': 'No. Yes. My friends are really nice. The teachers were nice. Yes. When Sam makes us go into the toilet', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.44278931617736816, 0.23876965045928955, 0.16255272924900055, 0.15588830411434174]}"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don't know,"{'sequence': ""No. Yes. My friends are really nice. The teachers were nice. Yes. When Sam makes us go into the toilet. I don't know"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.38683825731277466, 0.2803356349468231, 0.16995738446712494, 0.1628686785697937]}"
NA0080-PC,HM-HM,And when I got there we were playing under the sprinkler,"{'sequence': 'And when I got there we were playing under the sprinkler', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.9207311868667603, 0.03472791239619255, 0.025978220626711845, 0.01856260746717453]}"
NA0080-PC,OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,Yeah,"{'sequence': 'And when I got there we were playing under the sprinkler. Yeah', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.9044104814529419, 0.038396403193473816, 0.03603234514594078, 0.02116074226796627]}"
NA0080-PC,AND WHAT HAPPENED NEXT,Then her grandfather came out and started spraying us with the hose,"{'sequence': 'And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.7903671860694885, 0.09065894037485123, 0.07741401344537735, 0.041559793055057526]}"
NA0080-PC,OKAY AND WHAT HAPPENED AFTER THAT,And then he asked us if we wanted to go in the spa,"{'sequence': 'And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.7315072417259216, 0.11083287000656128, 0.09897901117801666, 0.05868089944124222]}"
NA0080-PC,OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,We're only allowed to go in the spa with an adult,"{'sequence': ""And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult"", 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5965626835823059, 0.16930866241455078, 0.15285074710845947, 0.08127784729003906]}"
NA0080-PC,HM-HM,So the three of us went in together,"{'sequence': ""And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult. So the three of us went in together"", 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5868897438049316, 0.1990610957145691, 0.13870278000831604, 0.07534647732973099]}"
NA0080-PC,OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,Janet and I were splashing each other,"{'sequence': ""And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult. So the three of us went in together. Janet and I were splashing each other"", 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.6610559225082397, 0.1621968299150467, 0.11237559467554092, 0.06437161564826965]}"
NA0100-PC,ONE TIME OKAY CAN YOU TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE START FROM THE BEGINNING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0100-PC,OKAY SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I play hide and seek with him,"{'sequence': 'Yeah. I play hide and seek with him', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8504279851913452, 0.10383745282888412, 0.024502035230398178, 0.02123253419995308]}"
NA0100-PC,HM-HM,And we play after school,"{'sequence': 'Yeah. I play hide and seek with him. And we play after school', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.7261485457420349, 0.1866840422153473, 0.04549491032958031, 0.041672516614198685]}"
NA0100-PC,OKAY,And he comes over to my house,"{'sequence': 'Yeah. I play hide and seek with him. And we play after school. And he comes over to my house', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8334987759590149, 0.09411783516407013, 0.03675307333469391, 0.035630274564027786]}"
NA0100-PC,OKAY YOUR HOUSE,And he came over when his mum was at work,"{'sequence': 'Yeah. I play hide and seek with him. And we play after school. And he comes over to my house. And he came over when his mum was at work', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8344224691390991, 0.10010053962469101, 0.032775383442640305, 0.032701604068279266]}"
NA0100-PC,OKAY SO TELL ME MORE SORRY I’LL START AGAIN SO WHAT ELSE HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I like hiding first because I'm really good at  hiding,"{'sequence': ""Yeah. I play hide and seek with him. And we play after school. And he comes over to my house. And he came over when his mum was at work. I like hiding first because I'm really good at  hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.8278198838233948, 0.10338719189167023, 0.03648417443037033, 0.03230879828333855]}"
NA0100-PC,SO CAN YOU TELL ME THAT AGAIN YOU HIDE,First because I'm really good at hiding,"{'sequence': ""Yeah. I play hide and seek with him. And we play after school. And he comes over to my house. And he came over when his mum was at work. I like hiding first because I'm really good at  hiding. First because I'm really good at hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.9057905077934265, 0.054669369012117386, 0.02152186818420887, 0.0180182047188282]}"
NA0092-PC,YOU DON’T LIVE WITH HIM SO DID SOMETHING HAPPEN TO YOU ON THE WEEKEND,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0092-PC,CAN YOU TELL ME MORE ABOUT THAT,Yes,"{'sequence': 'Yes. Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5995288491249084, 0.16179031133651733, 0.15544742345809937, 0.08323338627815247]}"
NA0092-PC,SO WHAT SORT OF THING HAPPENED,He hurt me,"{'sequence': 'Yes. Yes. He hurt me', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.41874074935913086, 0.2940063178539276, 0.2632685899734497, 0.023984378203749657]}"
NA0092-PC,HE HURT YOU AND CAN YOU TEL ME HOW HE HURT YOU,Yes,"{'sequence': 'Yes. Yes. He hurt me. Yes', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.4190917909145355, 0.3093101680278778, 0.2516120970249176, 0.019985932856798172]}"
NA0092-PC,AND CAN YOU EXPLAIN,Yes,"{'sequence': 'Yes. Yes. He hurt me. Yes. Yes', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.41722211241722107, 0.3061867952346802, 0.25610679388046265, 0.020484302192926407]}"
NA0092-PC,HM,He just hurt me,"{'sequence': 'Yes. Yes. He hurt me. Yes. Yes. He just hurt me', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.3061314821243286, 0.27928030490875244, 0.2755923271179199, 0.13899587094783783]}"
NA0092-PC,PARDON,He just hurt me,"{'sequence': 'Yes. Yes. He hurt me. Yes. Yes. He just hurt me. He just hurt me', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.2722223997116089, 0.2677944600582123, 0.25533628463745117, 0.20464688539505005]}"
NA0007-PC ,SO IT WAS JUST YOU AND CALLUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0007-PC ,AND YOU TOLD ME THAT IT HURT YEAH,Hm-hm,"{'sequence': 'Yeah. Hm-hm', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5008094906806946, 0.19017717242240906, 0.18688826262950897, 0.1221250519156456]}"
NA0007-PC ,AND I’M REALLY SORRY THAT THAT’S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,Yeah,"{'sequence': 'Yeah. Hm-hm. Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5245057940483093, 0.18790516257286072, 0.17572884261608124, 0.11186022311449051]}"
NA0007-PC ,YEAH WHO DID YOU SPEAK TO,My mum,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.47483423352241516, 0.18481692671775818, 0.1755187213420868, 0.16483014822006226]}"
NA0007-PC ,YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,Yeah,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum. Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.49599555134773254, 0.1931929737329483, 0.15874338150024414, 0.15206803381443024]}"
NA0007-PC ,YEAH WHEN WAS THAT,Just when she picked me up in the morning,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum. Yeah. Just when she picked me up in the morning', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.47374239563941956, 0.2328433394432068, 0.14900417625904083, 0.1444101780653]}"
NA0007-PC ,OKAY SO IT WAS THE NEXT DAY,Hm-hm,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum. Yeah. Just when she picked me up in the morning. Hm-hm', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5275503396987915, 0.17964021861553192, 0.14805468916893005, 0.14475472271442413]}"
NA0040-PC,OKAY DID YOU SAY ANYTHING TO THE LADY,No,"{'sequence': 'No', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.33572548627853394, 0.270730584859848, 0.2609308362007141, 0.13261301815509796]}"
